Entity,Country,Category,Difficulty,Question,Answer,pais,interseccion,response_GPT,note_GPT,response_Claude,note_Claude,similarity_GPT,error_GPT,similarity_Claude,error_Claude,y_true
asociación de artesanos de tobati,paraguay,object,FÁCIL,¿Qué agrupa la Asociación de Artesanos de Tobatí?,Artesanos del municipio.,paraguay,paraguay_object_FÁCIL,"La Asociación de Artesanos de Tobatí agrupa a artesanos que se dedican a la producción y venta de artesanías, especialmente en cerámica y otros productos tradicionales de la región.",,"# Asociación de Artesanos de Tobatí

La Asociación de Artesanos de Tobatí agrupa a **artesanos y productores de cerámica y alfarería** de Tobatí, Paraguay. Esta localidad es reconocida como uno de los principales centros de producción cerámica del país, donde se elaboran piezas tradicionales de barro y arcilla.",,0.4384053945541382,0.5615946054458618,0.4825345277786255,0.5174654722213745,1.0
rosa brítez,paraguay,object,INTERMEDIA,¿A qué edad comenzó Rosa Brítez a dedicarse al moldeado del barro?,desde los nueve años,paraguay,paraguay_object_INTERMEDIA,Rosa Brítez comenzó a dedicarse al moldeado del barro a los 12 años.,,"No tengo información específica sobre Rosa Brítez ni la edad exacta en que comenzó a trabajar con barro. Para obtener una respuesta precisa, te recomendaría consultar fuentes especializadas, biografías o artículos sobre esta artesana.",,0.26547014713287354,0.7345298528671265,0.2523324489593506,0.7476675510406494,1.0
Koki Ruiz,Paraguay,tradition,DIFÍCIL,¿Qué obra de gran tamaño elaboró Koki Ruiz para la misa principal durante la visita del papa Francisco a Paraguay?,un retablo de gran tamaño,paraguay,paraguay_tradition_DIFÍCIL,Koki Ruiz elaboró un altar de gran tamaño para la misa principal durante la visita del papa Francisco a Paraguay.,,"No tengo información específica sobre una obra de gran tamaño elaborada por Koki Ruiz para la misa principal durante la visita del papa Francisco a Paraguay. Para obtener una respuesta precisa, te recomendaría consultar fuentes de noticias locales paraguayas o información oficial sobre la visita papal.",,0.3360098898410797,0.6639901101589203,0.18165338039398193,0.8183466196060181,1.0
GRES Beija-Flor,Paraguay,tradition,FÁCIL,¿Qué es el GRES Beija-Flor?,una escuela de samba brasileña del municipio de Nilópolis,paraguay,paraguay_tradition_FÁCIL,"El GRES Beija-Flor es una escuela de samba de Brasil, ubicada en la ciudad de Nilópolis, en el estado de Río de Janeiro. Es conocida por sus desfiles en el Carnaval y ha ganado múltiples campeonatos en el Grupo Especial, destacándose por su creatividad y elaborados espectáculos.",,"# GRES Beija-Flor

Es una de las principales escuelas de samba de Río de Janeiro, Brasil. Fundada en 1948, es conocida por:

- **Tradición**: Una de las más antiguas y prestigiosas del carnaval carioca
- **Éxitos**: Ganadora de múltiples campeonatos del Carnaval de Río
- **Características**: Destaca por sus desfiles elaborados, coreografías complejas y temáticas culturales
- **Ubicación**: Originaria de la zona de Nilópolis, en la periferia de Río

Es considerada una institución cultural importante en la historia del carnaval brasileño.",,0.649847149848938,0.350152850151062,0.7822542190551758,0.21774578094482422,1.0
Tumba del indio desconocido,Paraguay,tradition,INTERMEDIA,¿Quién escribió el epitafio que se encuentra en la Tumba del Indio Desconocido?,El poeta magallánico José Grimaldi Acotto.,paraguay,paraguay_tradition_INTERMEDIA,El epitafio de la Tumba del Indio Desconocido fue escrito por el poeta uruguayo Mario Benedetti.,,"No tengo información específica sobre una ""Tumba del Indio Desconocido"" o quién escribió su epitafio. 

¿Podrías proporcionar más contexto? Por ejemplo:
- ¿En qué país o región se encuentra?
- ¿Aproximadamente en qué época fue creada?
- ¿Hay algún nombre alternativo por el que se conoce?

Con estos detalles podría ayudarte mejor.",,0.3877314329147339,0.6122685670852661,0.21859373152256012,0.7814062684774399,1.0
aguadito de pollo,perú,dish,DIFÍCIL,"¿Por qué se le denomina ""levantamuertos"" al aguadito de pollo y qué relación tiene con su consumo?","porque su consumo suele ser de madrugada al final de alguna fiesta o celebración, y está ligado a un potencial teórico para aliviar los síntomas asociados con la resaca",peru,peru_dish_DIFÍCIL,"Se le denomina ""levantamuertos"" al aguadito de pollo porque se considera un plato reconfortante y revitalizante, ideal para recuperar energías después de una enfermedad o una noche de fiesta. Su caldo caliente y nutritivo se asocia con la recuperación y el bienestar.",,"# Aguadito de Pollo: ""Levantamuertos""

Se le llama **""levantamuertos""** porque se considera una **sopa reconstituyente** que revitaliza al cuerpo, especialmente después de:

- **Resacas o borracheras** - su caldo caliente y nutritivo ayuda a recuperarse
- **Noches de fiesta** - se consume en la madrugada para ""revivir""
- **Malestar general** - se atribuyen propiedades curativas

## Relación con su consumo

La denominación refleja que el aguadito es considerado un **remedio casero** que:

1. **Rehidrata** - el caldo repone líquidos perdidos
2. **Nutre** - aporta proteína, vitaminas y minerales del pollo y vegetales
3. **Reconforta** - el calor y sabor generan sensación de bienestar
4. **Se consume en momentos críticos** - típicamente en madrugadas después de celebraciones",,0.4658740162849426,0.5341259837150574,0.39310193061828613,0.6068980693817139,1.0
arroz zambito,perú,dish,FÁCIL,¿Qué es el arroz zambito?,un postre peruano típico de la gastronomía limeña,peru,peru_dish_FÁCIL,"El arroz zambito es un tipo de arroz integral de grano corto, característico por su color marrón oscuro y su sabor dulce. Es popular en la cocina de algunos países de América Latina, especialmente en Perú, donde se utiliza en postres y platos tradicionales.",,"# Arroz Zambito

El **arroz zambito** es una variedad de arroz originaria de la región de Lombardía en Italia, específicamente del área de Arborio. Se caracteriza por:

- **Granos grandes y redondos** que absorben bien los líquidos
- **Alto contenido de almidón**, lo que lo hace ideal para risottos
- **Textura cremosa** al cocinarse, manteniendo el grano firme en el centro

Es muy apreciado en la cocina italiana tradicional para preparar platos como el risotto alla milanese. También se cultiva en otras regiones arroceras del mundo.",,0.4910360872745514,0.5089639127254486,0.3277326822280884,0.6722673177719116,1.0
Barquillo,Perú,dish,INTERMEDIA,¿Qué forma reciben los barquillos en forma de cono?,cucuruchos,peru,peru_dish_INTERMEDIA,"Los barquillos en forma de cono se conocen como ""barquillos de helado"" o ""cono de helado"".",,"Los barquillos en forma de cono se llaman **cucuruchos** o **conos de barquillo**. 

También se conocen simplemente como **barquillos enrollados** o **barquillos cónicos**, dependiendo de la región.",,0.1697196066379547,0.8302803933620453,0.3921636939048767,0.6078363060951233,1.0
Cranioleuca weskei,Perú,fauna,DIFÍCIL,¿Qué diferencias morfológicas y de vocalización presenta el curutié de Vilcabamba en comparación con C. marcapatae?,la corona blanca y una marcante lista negra lateral a la corona,peru,peru_fauna_DIFÍCIL,"El curutié de Vilcabamba (C. vilcabambae) presenta diferencias morfológicas y de vocalización en comparación con C. marcapatae. Morfológicamente, el curutié de Vilcabamba suele tener un plumaje más oscuro y un tamaño ligeramente mayor. En cuanto a vocalización, el curutié de Vilcabamba emite un canto más melodioso y variado, mientras que C. marcapatae tiene un canto más simple y monótono. Estas diferencias ayudan a distinguir ambas especies en su hábitat natural.",,"# Diferencias entre Curutié de Vilcabamba y C. marcapatae

Lamento, pero no tengo información específica y confiable sobre las diferencias morfológicas y de vocalización entre estas dos especies de curutíes (género *Cranioleuca*).

Para obtener una respuesta precisa, te recomiendo consultar:

- **Publicaciones ornitológicas especializadas** sobre aves de los Andes peruanos
- **Guías de campo** de aves de Perú
- **Bases de datos** como Avibase o la literatura taxonómica reciente sobre *Cranioleuca*

Si tienes acceso a estas fuentes, encontrarás detalles sobre plumaje, tamaño, patrones de coloración y características de sus vocalizaciones.",,0.2772938013076782,0.7227061986923218,0.2301132082939148,0.7698867917060852,1.0
Phanaeus lecourti,Perú,fauna,FÁCIL,¿Qué tipo de especie es Phanaeus lecourti?,Es una especie de escarabajo.,peru,peru_fauna_FÁCIL,"Phanaeus lecourti es una especie de escarabajo del género Phanaeus, perteneciente a la familia Scarabaeidae.",,"Phanaeus lecourti es un **escarabajo pelotero** (familia Scarabaeidae). Se trata de un coleóptero que forma parte del género Phanaeus, conocido por su comportamiento de recolectar estiércol para alimentar a sus larvas.",,0.3706485629081726,0.6293514370918274,0.4686959683895111,0.5313040316104889,1.0
Dendropsophus delarivai,Perú,fauna,INTERMEDIA,¿En qué país habita Dendropsophus delarivai?,Bolivia,peru,peru_fauna_INTERMEDIA,Dendropsophus delarivai habita en Brasil.,,"Dendropsophus delarivai habita en **Brasil**, específicamente en la región amazónica.",,0.3621473014354706,0.6378526985645294,0.3068615198135376,0.6931384801864624,1.0
Corryocactus serpens,Perú,flora,DIFÍCIL,¿Qué características distintivas presenta Corryocactus serpens y en qué tipo de hábitat crece?,presenta de 4 a 6 costillas obtusas y crece principalmente en biomas desérticos o de matorral seco,peru,peru_flora_DIFÍCIL,"Corryocactus serpens se caracteriza por sus tallos cilíndricos, que pueden alcanzar hasta 1 metro de longitud, y sus espinas largas y delgadas. Presenta flores grandes y tubulares de color rojo o amarillo. Este cactus crece en hábitats áridos y semiáridos, típicamente en regiones montañosas de Bolivia y Perú, donde se encuentra en suelos bien drenados.",,"# Corryocactus serpens

## Características distintivas:
- **Forma**: Cactus columnar ramificado que crece de manera postrada o trepadora
- **Tallos**: Delgados y flexibles, de color verde
- **Espinas**: Pequeñas y dispersas
- **Flores**: Amarillas o anaranjadas, tubulares
- **Frutos**: Pequeños, de color rojo o anaranjado

## Hábitat:
- **Ubicación**: Nativo de los Andes peruanos
- **Altitud**: Crece entre 2,000 y 3,500 metros
- **Clima**: Zonas áridas y semiáridas de montaña
- **Sustrato**: Laderas rocosas y terrenos con buen drenaje
- **Condiciones**: Ambientes con temperaturas moderadas y precipitación limitada

Es una especie adaptada a condiciones de altura andina, caracterizada por su crecimiento flexible que le permite adaptarse a terrenos irregulares",,0.48601585626602173,0.5139841437339783,0.365408718585968,0.634591281414032,1.0
Samaipaticereus herrerae,Perú,flora,FÁCIL,¿Qué tipo de planta es Samaipaticereus herrerae?,"Es una especie de planta suculenta perteneciente al género Samaipaticereus, dentro de la familia Cactaceae.",peru,peru_flora_FÁCIL,Samaipaticereus herrerae es un cactus.,,"# Samaipaticereus herrerae

Es un **cactus** (familia Cactaceae), específicamente una especie de cactus columnares originaria de Bolivia. Se caracteriza por su forma alargada y sus espinas, y es una planta suculenta adaptada a ambientes áridos.",,0.7176721692085266,0.2823278307914734,0.8064320087432861,0.19356799125671387,1.0
Epidendrum secundum,Perú,flora,INTERMEDIA,¿Dónde se encuentra Epidendrum secundum?,el bosque montano de los Neotropicos,peru,peru_flora_INTERMEDIA,"Epidendrum secundum se encuentra en regiones tropicales de América, especialmente en países como México, Guatemala, y partes de América Central y del Sur.",,"# Epidendrum secundum

**Epidendrum secundum** se encuentra en **América Central y América del Sur**, específicamente en regiones de:

- **México**
- **Centroamérica** (Guatemala, Honduras, etc.)
- **Colombia**
- **Venezuela**
- **Brasil**

Habita en **bosques húmedos y selvas tropicales**, generalmente como orquídea epífita (crece sobre árboles) en zonas de clima cálido y húmedo.",,0.20380830764770508,0.7961916923522949,0.3555007874965668,0.6444992125034332,1.0
Chivay,Perú,geography,DIFÍCIL,¿Qué etnias habitan en Chivay y qué relación tienen con los pueblos antiguos de la región?,dos etnias,peru,peru_geography_DIFÍCIL,"En Chivay, que se encuentra en la región de Arequipa, Perú, habitan principalmente etnias quechuas. Estas comunidades tienen una conexión histórica con los pueblos antiguos de la región, como los collas y los incas, ya que mantienen tradiciones, lenguas y prácticas culturales que se han transmitido a lo largo de los siglos. Su relación se refleja en la agricultura, la vestimenta y las festividades que preservan elementos de su herencia ancestral.",,"# Etnias en Chivay

## Población actual
En Chivay (Arequipa, Perú) habitan principalmente **quechuas** y **aimaras**, con predominio de quechuas andinos.

## Relación con pueblos antiguos

**Continuidad cultural:**
- Los habitantes actuales descienden directamente de los **Collaguas**, grupo étnico prehispánico que ocupó la región del Cañón del Colca
- Mantienen tradiciones, idioma quechua y prácticas agrícolas ancestrales
- Conservan sistemas de organización comunitaria andina (ayllus)

**Herencia:**
- Preservan textiles, cerámica y técnicas de cultivo de terrazas incaicas
- Celebran festividades con raíces prehispánicas
- Habitan los mismos territorios desde tiempos precolombinos

Los pobladores de Chivay representan una continuidad étnica y cultural con sus antepasados collaguas, aunque con transformaciones producto de la conquista española",,0.4665547013282776,0.5334452986717224,0.5618112087249756,0.4381887912750244,1.0
Parque nacional Otishi,Perú,geography,FÁCIL,¿Qué tipo de lugar es el parque nacional Otishi?,Parque nacional,peru,peru_geography_FÁCIL,"El Parque Nacional Otishi es un área protegida en Perú, conocida por su biodiversidad y paisajes naturales. Se encuentra en la región de Junín y es hogar de diversas especies de flora y fauna, muchas de ellas endémicas. Es un destino para el ecoturismo y la conservación.",,"El Parque Nacional Otishi es un área protegida ubicada en Perú, en la región de Junín. Es una zona de selva tropical (bosque nuboso andino) que se caracteriza por su gran biodiversidad y su importancia para la conservación de especies de flora y fauna. El parque protege ecosistemas de montaña con bosques húmedos y es hogar de numerosas especies endémicas y en peligro de extinción.",,0.39722445607185364,0.6027755439281464,0.43976080417633057,0.5602391958236694,1.0
Pomacanchi,Perú,geography,INTERMEDIA,¿En qué región de Perú se encuentra Pomacanchi?,Pomacanchi se encuentra en la región Cusco.,peru,peru_geography_INTERMEDIA,"Pomacanchi se encuentra en la región de Apurímac, Perú.",,"Pomacanchi se encuentra en la región de **Cusco**, específicamente en la provincia de Acomayo.",,0.594011664390564,0.40598833560943604,0.8958660364151001,0.1041339635848999,1.0
Leyendas sobre el origen del Imperio inca,Perú,tradition,DIFÍCIL,¿Qué relación existe entre la Leyenda de Manco Cápac y Mama Ocllo y la visión de la creación del Imperio de los Cápac Ayllu?,está ligada a la visión de la creación del Imperio de los Cápac Ayllu,peru,peru_tradition_DIFÍCIL,"La Leyenda de Manco Cápac y Mama Ocllo narra la fundación del Imperio Inca y su origen divino, donde Manco Cápac, hijo del dios sol Inti, y Mama Ocllo, su hermana y esposa, emergen del lago Titicaca para civilizar a los pueblos andinos. Esta leyenda refleja la visión de la creación del Imperio de los Cápac Ayllu, que se basa en la organización social y política de los ayllus, comunidades que se unieron bajo el liderazgo de Manco Cápac, estableciendo así las bases del incanato. Ambos elementos destacan la conexión entre lo sagrado y la estructura social del imperio.",,"# Relación entre la Leyenda y la Visión del Imperio

La leyenda de Manco Cápac y Mama Ocllo es la **narrativa fundacional** que justifica y explica la creación del Imperio de los Cápac Ayllu (Tahuantinsuyo):

## Conexiones principales:

1. **Legitimidad divina**: La leyenda establece que Manco Cápac fue enviado por Inti (el dios Sol) para fundar un imperio ordenado, lo que otorga legitimidad sagrada al dominio inca.

2. **Origen y destino**: Narra cómo los hermanos emergen del Lago Titicaca con la misión de buscar el ""ombligo del mundo"" (Cusco), donde debían establecer el centro del imperio.

3. **Orden social**: Justifica la estructura jerárquica del imperio, presentando a Manco Cápac como el primer Sapa Inca y establecedor del orden político-religioso.

4. **Expansión territorial",,0.7962137460708618,0.20378625392913818,0.7980490326881409,0.20195096731185913,1.0
Novalima,Perú,tradition,FÁCIL,¿Qué tipo de música fusiona la banda Novalima?,"Música afroperuana con electrónica, global beats y otros géneros contemporáneos.",peru,peru_tradition_FÁCIL,"La banda Novalima fusiona música afroperuana con géneros como el dub, el reggae, el funk y la electrónica.",,"Novalima fusiona **música afroperuana con electrónica**. Combinan ritmos tradicionales peruanos, especialmente la música negra del Perú, con elementos de música electrónica, creando un sonido innovador y contemporáneo.",,0.724745512008667,0.275254487991333,0.8203151226043701,0.17968487739562988,1.0
Danzas del Perú,Perú,tradition,INTERMEDIA,¿Qué tipo de danzas son las que se ejecutan durante la fiesta de las chicharras carnavalescas?,danzas carnavalescas,peru,peru_tradition_INTERMEDIA,"Durante la fiesta de las chicharras carnavalescas se ejecutan danzas tradicionales como la danza de los diablos, la danza de los morenos y otras danzas folclóricas que varían según la región.",,"# Danzas de las Chicharras Carnavalescas

Durante la fiesta de las chicharras carnavalescas se ejecutan principalmente:

- **Danzas tradicionales andinas** como la marinera y el festejo
- **Danzas folclóricas locales** propias de la región
- **Danzas satíricas y burlescas** que caracterizan al carnaval

Estas danzas se realizan con movimientos alegres y desenfadados, acompañadas de música tradicional, reflejando el espíritu festivo y burlón del carnaval.

*Nota: Esta celebración es típica de algunas regiones de Perú y otros países andinos.*",,0.7561904788017273,0.2438095211982727,0.750083863735199,0.24991613626480103,1.0
The One (cerveza),República Dominicana,dish,DIFÍCIL,¿Qué características distintivas tiene la cerveza The One en comparación con otras cervezas dominicanas como Presidente y Bohemia?,"Es más suave al paladar y tiene un estilo de ""suave perfil sensorial"".",republica dominicana,republica dominicana_dish_DIFÍCIL,"La cerveza The One se distingue por su sabor más suave y ligero, con un enfoque en la frescura y la calidad de los ingredientes. A diferencia de Presidente, que es una lager más robusta, y Bohemia, que tiene un perfil más maltoso y un sabor más intenso, The One busca atraer a quienes prefieren cervezas menos amargas y más refrescantes. Además, su presentación y marketing suelen estar orientados a un público más joven y moderno.",,"# The One vs Otras Cervezas Dominicanas

No tengo información confiable sobre una cerveza llamada ""The One"" como marca dominicana establecida. Es posible que:

- Sea una marca muy nueva o local
- Tenga un nombre diferente
- No sea ampliamente distribuida

**Sobre las cervezas dominicanas conocidas:**
- **Presidente**: Lager clara, refrescante, la más popular en RD
- **Bohemia**: Lager premium, sabor más robusto y maltoso

Si ""The One"" es una cerveza específica que conoces, te recomendaría verificar la etiqueta o consultar directamente con distribuidores locales para obtener información precisa sobre sus características distintivas.",,0.46721696853637695,0.532783031463623,0.09666310995817184,0.9033368900418282,1.0
Presidente (cerveza),República Dominicana,dish,FÁCIL,¿Qué tipo de cerveza es Presidente?,Cerveza tipo Pilsener.,republica dominicana,republica dominicana_dish_FÁCIL,"La cerveza Presidente es una lager tipo pilsner, originaria de la República Dominicana.",,"Presidente es una cerveza tipo **lager** de origen **dominicano**. Es una cerveza clara, refrescante y de sabor suave, muy popular en la República Dominicana y otros países del Caribe.",,0.2817544937133789,0.7182455062866211,0.19278773665428162,0.8072122633457184,1.0
mike mercedes,república dominicana,dish,INTERMEDIA,¿En qué año nació Mike Mercedes?,6 de enero de 1936,republica dominicana,republica dominicana_dish_INTERMEDIA,Mike Mercedes nació en 1984.,,"No tengo información específica sobre quién es Mike Mercedes o su año de nacimiento. ¿Podrías proporcionar más contexto? Por ejemplo, ¿a qué se dedica (música, deportes, cine, etc.)?",,0.053463615477085114,0.9465363845229149,0.23453782498836517,0.7654621750116348,1.0
Eleutherodactylus flavescens,República Dominicana,fauna,DIFÍCIL,¿Por qué se encuentra amenazada Eleutherodactylus flavescens?,la pérdida de su hábitat natural,republica dominicana,republica dominicana_fauna_DIFÍCIL,"Eleutherodactylus flavescens, conocido como el sapo de lluvia, se encuentra amenazado principalmente debido a la pérdida de hábitat, la contaminación, el cambio climático y enfermedades como la quitridiomicosis, que afecta a muchas especies de anfibios.",,"# Eleutherodactylus flavescens

Esta especie de rana está amenazada principalmente por:

1. **Pérdida de hábitat** - Destrucción de bosques tropicales y selvas húmedas donde vive

2. **Cambio climático** - Alteración de las condiciones de temperatura y humedad que requiere

3. **Contaminación** - Especialmente por pesticidas que afectan su piel permeable

4. **Enfermedad del quitridio** - Un hongo patógeno que afecta a anfibios

5. **Fragmentación del hábitat** - Aislamiento de poblaciones

Esta especie es endémica de Puerto Rico y su distribución es muy limitada, lo que la hace especialmente vulnerable a estas amenazas.",,0.5145241618156433,0.4854758381843567,0.4919579029083252,0.5080420970916748,1.0
Eleutherodactylus paralius,República Dominicana,fauna,FÁCIL,¿Qué tipo de especie es Eleutherodactylus paralius?,una especie de rana de la familia Eleutherodactylidae,republica dominicana,republica dominicana_fauna_FÁCIL,Eleutherodactylus paralius es una especie de rana.,,"Eleutherodactylus paralius es una **rana** (anfibio anuro). Específicamente, pertenece a la familia Eleutherodactylidae y es una especie de rana pequeña sin pulmones funcionales que respira a través de la piel.",,0.8793403506278992,0.12065964937210083,0.7950084805488586,0.20499151945114136,1.0
Dolichorhinotermes dominicanus,República Dominicana,fauna,INTERMEDIA,¿En qué año fue descrita Dolichorhinotermes dominicanus?,2000,republica dominicana,republica dominicana_fauna_INTERMEDIA,Dolichorhinotermes dominicanus fue descrita en el año 2000.,,Dolichorhinotermes dominicanus fue descrita en **1993** por Krishna y Araujo.,,0.2726786434650421,0.7273213565349579,0.14859776198863983,0.8514022380113602,1.0
Bletia patula,República Dominicana,flora,DIFÍCIL,¿Quién describió Bletia patula y en qué publicación se realizó?,fue descrito por William Jackson Hooker y publicado en Edinburgh New Philosophical Journal 21: 155. 1836,republica dominicana,republica dominicana_flora_DIFÍCIL,"Bletia patula fue descrita por el botánico francés Jean Baptiste Louis Claude Richard en la publicación ""Observations sur les Plantes de la Nouvelle Espagne"" en 1828.",,"# Bletia patula

**Bletia patula** fue descrita por **Ames** en la publicación **Orchidaceae: Illustrations and Studies of the Family Orchidaceae** (1905-1922).

Esta es una orquídea neotropical que se encuentra principalmente en México y América Central.",,0.44935739040374756,0.5506426095962524,0.13514772057533264,0.8648522794246674,1.0
Consolea picardae,República Dominicana,flora,FÁCIL,¿Qué tipo de especie es Consolea picardae?,una especie de planta suculenta,republica dominicana,republica dominicana_flora_FÁCIL,Consolea picardae es una especie de cactus.,,"Consolea picardae es una **especie de cactus**. Pertenece al género Consolea, que incluye cactus columnares nativos del Caribe, específicamente de las Antillas Menores.",,0.5725717544555664,0.4274282455444336,0.4418255090713501,0.5581744909286499,1.0
Brassia caudata,República Dominicana,flora,INTERMEDIA,¿En qué clima prefiere crecer Brassia caudata?,clima caliente cada vez más cálido,republica dominicana,republica dominicana_flora_INTERMEDIA,"Brassia caudata prefiere un clima cálido y húmedo, con temperaturas entre 20 y 30 grados Celsius y alta humedad.",,"# Brassia caudata

Brassia caudata prefiere crecer en climas **cálido-húmedos**, típicos de su hábitat natural en las selvas tropicales de América Central y del Sur.

**Condiciones ideales:**
- **Temperatura:** 18-25°C (evitar temperaturas menores a 15°C)
- **Humedad:** Alta (60-80%)
- **Luz:** Indirecta y brillante
- **Ventilación:** Buena circulación de aire

Es una orquídea que requiere condiciones similares a las de su origen selvático.",,0.5083838701248169,0.4916161298751831,0.3478432893753052,0.6521567106246948,1.0
Castillo (Duarte),República Dominicana,geography,DIFÍCIL,¿A quién honra el nombre del municipio de Castillo (Duarte) y qué hizo en relación con la República Dominicana?,"honra la memoria de Manuel María Castillo, quien conspiró contra la ocupación haitiana y organizó la adhesión a la nueva república.",republica dominicana,republica dominicana_geography_DIFÍCIL,"El municipio de Castillo, en la provincia de Duarte, honra el nombre de Juan Pablo Duarte, quien es considerado el padre de la patria de la República Dominicana. Duarte fue un líder clave en la lucha por la independencia del país y promovió ideales de libertad y soberanía.",,"# Castillo (Duarte)

El municipio honra a **Juan Pablo Duarte**, fundador de la sociedad secreta **La Trinitaria**, que fue fundamental en la independencia dominicana.

**Su aporte principal:** Duarte lideró el movimiento independentista que culminó con la **proclamación de la independencia de la República Dominicana el 27 de febrero de 1844**, liberando al país del dominio haitiano.",,0.46513035893440247,0.5348696410655975,0.5736842751502991,0.4263157248497009,1.0
Bahía Escocesa,República Dominicana,geography,FÁCIL,¿Qué tipo de lugar es la Bahía Escocesa?,una bahía grande,republica dominicana,republica dominicana_geography_FÁCIL,"La Bahía Escocesa es un área natural ubicada en la costa de Chile, conocida por su belleza escénica, playas y biodiversidad. Es un destino popular para el ecoturismo y actividades al aire libre.",,"La Bahía Escocesa es una bahía ubicada en la costa de Escocia, en el Reino Unido. Es una zona costera de agua salada que forma parte del océano Atlántico o del mar del Norte, dependiendo de su ubicación específica en la costa escocesa.",,0.3811494708061218,0.6188505291938782,0.40205371379852295,0.597946286201477,1.0
Los Mina,República Dominicana,geography,INTERMEDIA,¿En qué margen del río Ozama se ubica Los Mina?,la margen oriental del río Ozama,republica dominicana,republica dominicana_geography_INTERMEDIA,Los Mina se ubica en la margen derecha del río Ozama.,,"Los Mina se ubica en la **margen oriental (derecha)** del río Ozama, en la provincia de Santo Domingo, República Dominicana.",,0.7603763341903687,0.23962366580963135,0.4906708598136902,0.5093291401863098,1.0
tambora dominicana,república dominicana,object,DIFÍCIL,¿Cómo se fijan las membranas al cuerpo de la tambora dominicana?,al cuerpo mediante aros,republica dominicana,republica dominicana_object_DIFÍCIL,"Las membranas de la tambora dominicana se fijan al cuerpo mediante un sistema de aros y cuerdas. Se coloca una membrana en cada lado del cuerpo de la tambora y se asegura con aros que se aprietan con cuerdas, permitiendo ajustar la tensión de las membranas para obtener el sonido deseado.",,"# Fijación de membranas en la tambora dominicana

Las membranas se fijan al cuerpo de la tambora mediante **cuerdas o cordeles** que se tensan alrededor del cilindro de madera. Estas cuerdas:

- Pasan a través de **aros o anillos metálicos** ubicados en los extremos del cilindro
- Se ajustan y tensan para mantener las membranas (generalmente de cuero) firmemente sujetas
- Permiten regular la **tensión** para afinar el sonido del instrumento

Este sistema tradicional de fijación es característico de los tambores de la música folclórica dominicana.",,0.436572790145874,0.563427209854126,0.4096550941467285,0.5903449058532715,1.0
tambora dominicana,república dominicana,object,FÁCIL,¿Qué tipo de instrumento es la tambora dominicana?,un instrumento de percusión membranófono,republica dominicana,republica dominicana_object_FÁCIL,La tambora dominicana es un instrumento de percusión.,,"La tambora dominicana es un **instrumento de percusión de membrana**. Se trata de un tambor cilíndrico de dos parches que se golpea con las manos o con baquetas, y es fundamental en la música folclórica dominicana, especialmente en el género del merengue.",,0.43894317746162415,0.5610568225383759,0.4319533705711365,0.5680466294288635,1.0
tambora dominicana,república dominicana,object,INTERMEDIA,¿Qué tipo de membranas se utilizan en la tambora dominicana?,membranas de piel o cuero de chivo,republica dominicana,republica dominicana_object_INTERMEDIA,"En la tambora dominicana se utilizan membranas de piel de animal, generalmente de cabra o oveja.",,"# Membranas de la Tambora Dominicana

La tambora dominicana utiliza **membranas de cuero animal**, tradicionalmente de:

- **Cuero de cabra** (más común)
- **Cuero de vaca**
- **Cuero de chivo**

Estas membranas se estiran sobre el cilindro de madera y se aseguran con cuerdas o aros metálicos. El cuero le da a la tambora su sonido característico profundo y resonante, fundamental en la música folclórica dominicana.",,0.5729937553405762,0.42700624465942383,0.35597628355026245,0.6440237164497375,1.0
Fiesta Capital de la Uva y el Vino,Uruguay,dish,DIFÍCIL,¿Qué actividades incluye la Fiesta Capital de la Uva y el Vino y qué apoyo recibe?,"incluye degustaciones, espectáculos artísticos y concursos gastronómicos; cuenta con el apoyo del Ministerio de Turismo de Uruguay y la Intendencia Departamental de Canelones.",uruguay,uruguay_dish_DIFÍCIL,"La Fiesta Capital de la Uva y el Vino incluye actividades como catas de vino, exposiciones, conciertos, ferias gastronómicas y eventos culturales relacionados con la viticultura. Recibe apoyo del gobierno local y de instituciones relacionadas con el sector vitivinícola, así como de patrocinadores privados.",,"# Fiesta Capital de la Uva y el Vino

## Actividades principales:
- Desfiles y actos culturales
- Degustaciones de vinos
- Exposiciones de productos locales
- Eventos gastronómicos
- Actividades folclóricas y artísticas
- Competencias y concursos relacionados con la uva y el vino

## Apoyo que recibe:
- Financiamiento del gobierno local y provincial
- Patrocinio de bodegas y empresas vitivinícolas
- Apoyo de organismos de turismo
- Colaboración de instituciones culturales
- Participación de comercios y negocios locales

*Nota: Esta información es general. Los detalles específicos varían según la región donde se celebre (como Mendoza en Argentina, que es la más conocida).*",,0.6199008822441101,0.3800991177558899,0.5692059993743896,0.43079400062561035,1.0
