row_index,model,pais,Category,Difficulty,Question,Answer,response,score_embedding,judge_method,judge_raw,judge_prompt_version,judge_label,judge_stability,judge_consolidation
149,Claude,honduras,tradition,INTERMEDIA,¿Qué tipo de toxina produce El Picudo?,una neurotoxina,"# Toxina del Picudo

El picudo del algodón (*Anthonomus grandis*) no produce toxinas directamente. Sin embargo, algunos insectos relacionados como el **picudo rojo de las palmeras** (*Rhynchophorus ferrugineus*) tampoco produce toxinas propias.

Si te refieres a insectos que sí producen toxinas, algunos coleópteros (escarabajos) pueden producir **alcaloides** o **compuestos tóxicos** como mecanismo de defensa.

¿Podrías especificar a qué tipo de picudo te refieres para darte una respuesta más precisa?",0.279759019613266,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,False,mode_of_3_runs
150,Claude,mexico,dish,DIFÍCIL,¿En qué platos se utiliza la sal de gusano y con qué bebida se acompaña?,acompaña sopas como la sopa de guías y al mezcal,"# Sal de Gusano

La **sal de gusano** (mezcla de sal con larvas de gusano de maguey molidas) se utiliza principalmente en:

## Platos
- **Mezcal y tequila** - como acompañamiento directo
- **Ceviche**
- **Frutas** (mango, jícama, piña)
- **Palomitas de maíz**
- **Chamoy y dulces mexicanos**

## Bebida de acompañamiento
Se acompaña tradicionalmente con:
- **Mezcal** (la más común)
- **Tequila**

La costumbre es lamer la sal de gusano antes de beber el mezcal o tequila, como parte del ritual de consumo de estas bebidas alcohólicas mexicanas.",0.5185001492500305,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
151,Claude,mexico,dish,FÁCIL,¿Qué es la chogosta?,"un dulce típico de Jáltipan, al sur del estado de Veracruz, México, a base de un tipo de barro o tierra comestible.","La chogosta es un plato tradicional de la cocina asturiana (España) que consiste en una sopa o caldo hecho con ingredientes como patatas, carne de cerdo, alubias y otros vegetales. Es un plato típico de la gastronomía rural asturiana, muy nutritivo y reconfortante, especialmente consumido en invierno.",0.4235059022903442,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
152,Claude,mexico,dish,INTERMEDIA,¿Cuántas calorías tiene un Gansito?,198 calorías,"Un Gansito tiene aproximadamente **250-280 calorías** por pieza (unidad individual de 45-50 gramos).

Este valor puede variar ligeramente según el fabricante y la presentación específica del producto.",0.6644407510757446,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
153,Claude,mexico,fauna,DIFÍCIL,¿Quiénes describieron la especie Obrium planicolle y en qué año?,Fue descrita por Hovore & Chemsak en 1980.,"# Obrium planicolle

La especie **Obrium planicolle** fue descrita por **LeConte** en el año **1850**.",0.1240687072277069,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
154,Claude,mexico,fauna,FÁCIL,¿Qué tipo de especie es Thorius lunaris?,Es una especie de salamandras en la familia Plethodontidae.,"Thorius lunaris es una **salamandra**. Específicamente, es una especie de salamandra sin pulmones (familia Plethodontidae) endémica de México, conocida por su pequeño tamaño.",0.5715374946594238,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
155,Claude,mexico,fauna,INTERMEDIA,¿Dónde se encuentra la rana de corona (Triprion spinosus)?,"Tiene una distribución muy fragmentada que cubre partes del sur de México, noreste de Honduras, vertiente atlántica de Costa Rica y el centro-oeste de Panamá.","# Rana de Corona (Triprion spinosus)

La rana de corona se encuentra en **México y América Central**, específicamente en:

- **México** (estados de Campeche, Quintana Roo y Yucatán)
- **Belice**
- **Guatemala**

Habita en selvas tropicales y bosques húmedos de la región de la Península de Yucatán.",0.414252370595932,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
156,Claude,mexico,flora,DIFÍCIL,¿Qué uso tiene Loeselia mexicana en la medicina tradicional de México y qué compuesto se ha aislado de ella?,Tiene un uso extendido en la medicina tradicional de México y se ha aislado la dafnoretina.,"# Loeselia mexicana en la medicina tradicional

## Usos medicinales
Se utiliza tradicionalmente en México para tratar:
- Inflamación
- Problemas digestivos
- Afecciones respiratorias
- Heridas y úlceras

## Compuesto aislado
El compuesto más destacado aislado de *Loeselia mexicana* es la **loeseleína**, un alcaloide que ha mostrado propiedades:
- Antiinflamatorias
- Antimicrobianas
- Antioxidantes

Este alcaloide es responsable de gran parte de la actividad biológica atribuida a la planta en la medicina tradicional mexicana.",0.6879374980926514,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
157,Claude,mexico,flora,FÁCIL,¿Qué tipo de planta es el Sedum craigii?,una especie de planta suculenta de la familia Crassulaceae,"El Sedum craigii es una **planta suculenta** de la familia Crassulaceae. Se caracteriza por sus hojas carnudas y su capacidad para almacenar agua, típica de las plantas xerófilas (adaptadas a ambientes secos).",0.6842732429504395,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
158,Claude,mexico,flora,INTERMEDIA,¿Dónde se encuentra Barbosella prorepens?,en hábitat de nebliselvas,"# Barbosella prorepens

**Barbosella prorepens** es una orquídea que se encuentra en **América del Sur**, específicamente en:

- **Colombia**
- **Ecuador**
- **Perú**

Habita en bosques húmedos de montaña, generalmente en zonas de niebla a altitudes entre 1,500 y 2,500 metros.",0.3546109497547149,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
159,Claude,mexico,object,DIFÍCIL,¿Qué técnica de cerámica aprendió Gorky González durante su estancia en Japón y quién fue su maestro?,"shigaraky, Tsuji Seimei","No tengo información específica sobre Gorky González, su estancia en Japón o sus maestros en cerámica. Para obtener una respuesta precisa sobre este tema, te recomendaría consultar fuentes especializadas sobre este artista, biografías o bases de datos de cerámica.

¿Podrías proporcionar más contexto sobre quién es Gorky González para ayudarte mejor?",0.2898500859737396,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
160,Claude,mexico,object,FÁCIL,¿Qué es la chirimía?,un instrumento musical de viento-madera parecido al oboe y de doble lengüeta.,"# Chirimía

La chirimía es un **instrumento musical de viento** de origen medieval, similar a un oboe. Características principales:

- **Tipo**: Instrumento de doble lengüeta
- **Sonido**: Agudo, penetrante y potente
- **Uso**: Muy popular en España y América Latina, especialmente en festividades y celebraciones
- **Construcción**: Tubo de madera con agujeros para los dedos

Es típica de las bandas de música tradicionales y sigue siendo muy utilizada en fiestas populares y eventos culturales.",0.5573667287826538,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
161,Claude,mexico,object,INTERMEDIA,¿Qué organización fue la primera en otorgar el bastón de mando a Guadalupe Vázquez Luna?,la organización Las Abejas,"No tengo información específica sobre quién fue la primera organización en otorgar el bastón de mando a Guadalupe Vázquez Luna. Para responder con precisión, necesitaría acceso a registros históricos o documentos específicos sobre esta persona. Te recomiendo consultar fuentes locales, archivos históricos o registros de la comunidad donde esta persona fue reconocida.",0.4046021699905395,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
162,Claude,mexico,tradition,DIFÍCIL,"¿Qué significa el término ""huipil"" y de dónde proviene?","""Mi vestido"" o ""ropa adornada"", proviene del náhuatl ""huipilli"".","# Huipil

**Significado:** Es una prenda de vestir tradicional, típicamente una túnica o blusa sin mangas, holgada y decorada con bordados o tejidos elaborados.

**Origen:** Proviene de Mesoamérica, específicamente de culturas prehispánicas como la maya y la azteca. El término viene del náhuatl ""huipilli"".

**Uso actual:** Es una prenda icónica de México y Centroamérica, especialmente entre comunidades indígenas, donde cada región tiene diseños y patrones únicos que reflejan su identidad cultural.",0.7715563178062439,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
163,Claude,mexico,tradition,FÁCIL,¿Quién es El Chapo de Sinaloa?,un cantante mexicano,"# El Chapo de Sinaloa

**Joaquín Guzmán Loera**, conocido como ""El Chapo"", fue un narcotraficante mexicano que lideró el Cártel de Sinaloa durante décadas.

## Datos clave:
- **Origen**: Sinaloa, México
- **Actividad**: Tráfico de drogas (cocaína, heroína, metanfetamina)
- **Poder**: Considerado uno de los narcotraficantes más poderosos del mundo
- **Captura**: Extraditado a EE.UU. en 2017
- **Condena**: Sentenciado a cadena perpetua en 2019
- **Situación actual**: Encarcelado en una prisión de máxima seguridad en Colorado, EE.UU.

Su organización fue responsable de miles de muertes y fue una de las más violentas en la historia del narcotráfico mexicano.",0.5065312385559082,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
164,Claude,mexico,tradition,INTERMEDIA,¿A qué edad empezó a cantar Lupe Mejía?,a los siete años,"No tengo información específica sobre la edad exacta en que Lupe Mejía comenzó a cantar. Para obtener esta información precisa, te recomendaría consultar biografías confiables o fuentes especializadas sobre este artista.",0.1382747292518615,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
165,Claude,nicaragua,dish,DIFÍCIL,¿Qué relación tiene el pinolillo con el gofio canario y el pinole mexicano en la cultura nicaragüense?,está relacionado con el pinole mexicano y el gofio canario,"# Relación entre pinolillo, gofio y pinole

El **pinolillo nicaragüense** comparte origen y características con sus homólogos:

## Similitudes:
- **Gofio canario**: Ambos son harinas tostadas de cereales (maíz, trigo)
- **Pinole mexicano**: Mismo nombre y base de maíz molido tostado
- Los tres son bebidas/alimentos prehispánicos de raíz indígena

## En la cultura nicaragüense:
El pinolillo es una **bebida tradicional muy importante**, hecha con maíz tostado y molido, cacao y especias. Representa:
- Herencia indígena y colonial
- Identidad cultural nacional
- Alimento cotidiano y ceremonial

## Diferencia clave:
Mientras el gofio canario y el pinole mexicano son más harinas secas, el **pinolillo nicaragüense se prepara como bebida** (mezclado con agua o leche), siendo más similar en presentación al pinole",0.6998142004013062,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
166,Claude,nicaragua,dish,FÁCIL,¿Cuál es la base de la gastronomía de Nicaragua?,maíz,"# Base de la Gastronomía Nicaragüense

La gastronomía de Nicaragua se fundamenta en:

- **Granos básicos**: arroz, frijoles y maíz
- **Productos del mar**: pescado y mariscos (por su ubicación entre dos océanos)
- **Carnes**: pollo y carne de res
- **Productos locales**: plátano, yuca, coco y frutas tropicales

Los platos típicos como el **gallo pinto**, **casados** y **vigorón** reflejan esta combinación de ingredientes simples y accesibles que caracterizan la cocina nicaragüense.",0.2993777394294739,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
167,Claude,nicaragua,dish,INTERMEDIA,¿Cuál es el ingrediente principal de la cushta?,una variedad de cacao silvestre denominada theobroma grandiflora,La **cúrcuma** (o turmeric) es el ingrediente principal de la cushta. Es una especia de color amarillo dorado que proviene de la raíz de una planta y se utiliza ampliamente en la cocina india y asiática.,0.3938108682632446,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
168,Claude,nicaragua,fauna,DIFÍCIL,¿Qué característica distintiva tiene Amphilophus zaliosus en cuanto a su distribución geográfica?,es una especie de peces endémica de la laguna de Apoyo,"# Amphilophus zaliosus

La característica distintiva de *Amphilophus zaliosus* es que es **endémico de la Isla de Zapatera en Nicaragua**. 

Es decir, esta especie de pez cíclido se encuentra **únicamente en esta isla específica**, lo que la convierte en una especie con distribución geográfica extremadamente limitada y restringida a un solo cuerpo de agua.",0.5431216955184937,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
169,Claude,nicaragua,fauna,FÁCIL,¿Qué tipo de especie es Astyanax nicaraguensis?,una especie de pez de la familia Characidae en el orden de los Characiformes,"**Astyanax nicaraguensis** es un **pez de agua dulce** perteneciente a la familia **Characidae**. 

Es una especie de tetrágono (pequeño pez de acuario) nativa de América Central, específicamente de Nicaragua y otras regiones de la cuenca del Caribe. Se caracteriza por su pequeño tamaño y es popular en acuariofilia.",0.5381457805633545,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
170,Claude,nicaragua,fauna,INTERMEDIA,¿Dónde se encuentra Oedipina koehleri?,Se encuentra en el Parque Nacional Cerro Saslaya de la Región Autónoma del Atlántico Norte y en el departamento de Matagalpa.,"# Oedipina koehleri

**Oedipina koehleri** es una especie de salamandra que se encuentra en **América Central**, específicamente en:

- **Costa Rica**
- **Panamá**

Habita en bosques húmedos tropicales, generalmente en zonas de montaña con elevaciones moderadas a altas.",0.2139878869056701,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
171,Claude,nicaragua,flora,DIFÍCIL,¿Qué características distintivas tiene la madera de Cordia alba y en qué oficio se utiliza?,"La madera es de color anaranjado, densidad mediana a alta (0.47-0.7) y buena durabilidad; es usada en el oficio de la carpintería.","# Cordia alba - Características y Usos

## Características distintivas:
- **Color**: Madera clara, blanquecina a amarillenta
- **Densidad**: Moderadamente dura y resistente
- **Textura**: Fina y uniforme
- **Durabilidad**: Moderada, susceptible a insectos xilófagos
- **Trabajabilidad**: Fácil de trabajar y pulir

## Usos principales:
- **Carpintería** general y mueblería
- **Ebanistería** y trabajos decorativos
- **Construcción** de estructuras interiores
- **Artesanía** y tallado
- **Instrumentos musicales** (cajas de resonancia)
- **Chapas** y enchapados

Es una madera versátil muy apreciada en trabajos que requieren acabados finos, aunque requiere protección contra plagas en climas tropicales.",0.3030052483081817,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
172,Claude,nicaragua,flora,FÁCIL,¿Qué tipo de especie es Clusia croatii?,una especie de planta con flor en la familia de las clusiáceas,"Clusia croatii es una **especie de planta** perteneciente a la familia **Clusiaceae**. Se trata de un árbol o arbusto tropical, característico de las regiones húmedas de América Central y del Sur.",0.5162726044654846,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
173,Claude,nicaragua,flora,INTERMEDIA,¿En qué tipo de hábitat es común encontrar Clusia uvitana?,los bosques húmedos,"# Clusia uvitana

**Clusia uvitana** es común encontrarla en:

- **Bosques húmedos tropicales** y subtropicales
- **Zonas de bosque nuboso** (cloud forest)
- **Áreas de alta humedad** con precipitación abundante
- **Regiones montañosas** de América Central y del Sur

Esta especie prefiere ambientes con **alta humedad relativa** y típicamente se encuentra en elevaciones medias a altas, donde prospera en condiciones de bosque primario y secundario.",0.5353108048439026,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
174,Claude,nicaragua,geography,DIFÍCIL,¿Con qué municipios limita Desembocadura de Río Grande al norte y al sur?,al norte con el municipio de Prinzapolka y al sur con los municipios de Laguna de Perlas y El Tortuguero,"No tengo información específica sobre un municipio llamado ""Desembocadura de Río Grande"" en mis datos. 

Para poder ayudarte con precisión sobre sus municipios limítrofes al norte y sur, necesitaría saber:
- En qué país o estado se encuentra
- Si es el nombre exacto del municipio

¿Podrías proporcionar más contexto sobre su ubicación?",0.5015740990638733,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
175,Claude,nicaragua,geography,FÁCIL,¿Quién es Pablo Ervin Schmitz Simon?,"Es un obispo católico, perteneciente a la Orden Franciscana de los Capuchinos.","No tengo información específica sobre Pablo Ervin Schmitz Simon en mis datos de entrenamiento. 

Para ayudarte mejor, necesitaría más contexto: ¿En qué campo se destaca (política, deporte, arte, etc.)? ¿De qué país es? ¿En qué período histórico o actualmente es relevante?

Si me proporcionas más detalles, podré intentar ayudarte mejor.",0.1041520982980728,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
176,Claude,nicaragua,geography,INTERMEDIA,¿Con qué municipios limita Santo Tomás del Norte al norte y este?,Con los municipios de Cinco Pinos y San Pedro del Norte.,"No tengo información específica sobre Santo Tomás del Norte y sus municipios limítrofes al norte y este. Para obtener una respuesta precisa, te recomiendo consultar:

- Mapas oficiales del estado o región donde se ubica
- Instituciones de geografía o cartografía local
- Documentos administrativos municipales

¿Podrías indicar en qué estado o país se encuentra Santo Tomás del Norte?",0.3748880326747894,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
177,Claude,nicaragua,tradition,DIFÍCIL,¿Cuál es el significado cultural de la Fiesta de los Agüizotes en relación con la festividad religiosa en honor a San Jerónimo?,es parte de la festividad religiosa en honor a San Jerónimo,"# Fiesta de los Agüizotes y San Jerónimo

La **Fiesta de los Agüizotes** es una celebración tradicional de **Masaya, Nicaragua**, que coincide con la festividad de **San Jerónimo** (30 de septiembre).

## Significado cultural:

- **Sincretismo religioso**: Mezcla de creencias indígenas prehispánicas con la fe católica
- **Personajes míticos**: Los ""agüizotes"" son seres sobrenaturales de la tradición local que representan espíritus o demonios
- **Procesiones y desfiles**: Incluyen disfraces elaborados y máscaras que personifican estos seres
- **Veneración del santo**: Aunque tiene elementos paganos, mantiene el honor a San Jerónimo como santo patrono
- **Identidad comunitaria**: Refuerza la identidad cultural masayense y la transmisión de tradiciones

Es una manifestación única donde lo sagrado religioso se entrelaza con lo profano y lo folcló",0.6819322109222412,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
178,Claude,nicaragua,tradition,FÁCIL,¿Qué es el Torovenado?,una comparsa popular satírica,"No existe un animal o concepto conocido llamado ""Torovenado"". 

Es posible que se refiera a:
- **Torovejado** (término local en algunas regiones)
- Una combinación de ""toro"" y ""venado""
- Un término regional o coloquial específico

¿Podrías proporcionar más contexto o verificar la ortografía? Así podré ayudarte mejor.",0.1916238218545913,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
179,Claude,nicaragua,tradition,INTERMEDIA,"¿Qué propósito tenía Radio Güegüense, fundada por Salvador Cardenal Argüello?",Dar a conocer la música nicaragüense y la música clásica de los grandes maestros universales.,"# Radio Güegüense

Radio Güegüense, fundada por Salvador Cardenal Argüello en Nicaragua, tenía como propósito principal **difundir programas educativos y culturales** para la población nicaragüense. 

La emisora buscaba promover la educación, la cultura y los valores nacionales a través de la radio, siendo una iniciativa importante para el desarrollo de la radiodifusión educativa en el país.",0.5901615619659424,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
180,Claude,panama,dish,DIFÍCIL,¿Qué ingredientes puede llevar el guacho de arroz además de arroz y caldo?,"guandú, ñame, yuca, culantro, verduras y alguna carne","# Ingredientes del Guacho de Arroz

Además de arroz y caldo, el guacho típicamente lleva:

- **Carnes**: pollo, res o cerdo (generalmente guisada)
- **Verduras**: cebolla, ajo, tomate, pimiento
- **Condimentos**: sal, pimienta, comino, orégano
- **Grasas**: aceite o manteca
- **Otros**: huevo (a veces), pasas, aceitunas

La receta varía según la región, pero estos son los ingredientes más comunes que acompañan al arroz y caldo en este plato tradicional.",0.6248396635055542,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
181,Claude,panama,dish,FÁCIL,¿Qué es la hojaldra?,una fritura típica de países latinoamericanos como Colombia y Panamá,"La hojaldra es una masa de repostería hecha con harina, agua, sal y mantequilla. Se caracteriza por tener múltiples capas finas y crujientes que se forman al plegar la masa repetidamente con mantequilla.

Se utiliza para preparar postres y productos salados como croissants, palmeras, tartas, empanadas y otros productos de pastelería. Su textura hojaldrada y crujiente es lo que la distingue.",0.2173401713371276,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
182,Claude,panama,dish,INTERMEDIA,¿Qué ingredientes puede llevar el guacho de arroz?,guandú,"# Ingredientes del Guacho de Arroz

El guacho es un plato tradicional que típicamente lleva:

- **Arroz**
- **Carne** (vacuno, pollo o cerdo)
- **Cebolla**
- **Ajo**
- **Tomate**
- **Caldo** (de carne o verdura)
- **Aceite o grasa**
- **Sal y pimienta**

**Ingredientes opcionales:**
- Pimentón
- Comino
- Choclo
- Arvejas
- Zanahoria
- Huevo

La receta varía según la región, pero es básicamente un arroz guisado con carne y verduras.",0.503205418586731,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
183,Claude,panama,fauna,DIFÍCIL,¿Quiénes describieron la especie Pseudosparna dimitrisi y en qué año?,"Fue descrita por Nearns, Swift & Santos-Silva en 2023.","No tengo información específica sobre quiénes describieron la especie *Pseudosparna dimitrisi* ni en qué año. Para obtener esta información precisa, te recomiendo consultar bases de datos especializadas como:

- Zoological Record
- WoRW (World Register of Marine Species)
- Literatura taxonómica especializada en la especie

¿Podrías proporcionar más contexto sobre esta especie para ayudarte mejor?",0.2571456432342529,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
184,Claude,panama,fauna,FÁCIL,¿Qué tipo de ave es el Ara ararauna?,una especie de ave psitaciforme de la familia Psittacidae,"El Ara ararauna es un **guacamayo**, específicamente el guacamayo azulamarillo. Es un loro grande de América del Sur, caracterizado por su plumaje azul en la espalda y alas, y amarillo en el pecho y vientre.",0.4564028978347778,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
185,Claude,panama,fauna,INTERMEDIA,¿Dónde se encuentra Tmarus rubinus?,En Panamá.,"Tmarus rubinus es una especie de araña que se encuentra en **América del Sur**, particularmente en países como **Brasil** y otras regiones de la cuenca amazónica. Es una araña de la familia Thomisidae (arañas cangrejo).",0.1418679058551788,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
186,Claude,panama,geography,DIFÍCIL,¿Cuál es la extensión de La Gloria (Bocas del Toro) y qué densidad de población tiene en 2023?,"Una extensión de 159 km² y una densidad de población de 20,4 habitantes por km².","No tengo información específica y verificada sobre la extensión territorial y la densidad de población de La Gloria en Bocas del Toro para 2023. 

Para obtener datos precisos, te recomiendo consultar:
- El Instituto Nacional de Estadística y Censo (INEC) de Panamá
- La municipalidad de Bocas del Toro
- Fuentes oficiales del gobierno panameño

Estos organismos tendrían los datos demográficos más actualizados y confiables.",0.316184937953949,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
187,Claude,panama,geography,FÁCIL,¿Qué tipo de lugar es Los Milagros?,corregimiento,"No tengo suficiente contexto para responder con precisión. ""Los Milagros"" puede referirse a varios lugares:

- Un **acueducto romano** en Mérida, España
- Varios **pueblos o municipios** en países hispanohablantes
- Otros sitios geográficos o establecimientos

¿Podrías especificar en qué país o región se encuentra el lugar que preguntas?",0.1508574187755584,gpt,ABSTENCION,v2_fixed_system_prompt,abstencion,True,mode_of_3_runs
188,Claude,panama,geography,INTERMEDIA,¿Dónde se ubica la serranía de Majé?,"Al oeste de Panamá, extendiéndose sobre la provincia de Panamá hasta la zona que colinda con la provincia del Darién.","La Serranía de Majé se ubica en **Colombia**, específicamente en el departamento de **Caquetá**, en la región amazónica del país, cerca de la frontera con Perú.",0.3033789098262787,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
189,Claude,panama,object,DIFÍCIL,¿Qué materiales son frecuentes en la fabricación de un almirez y en qué contextos culturales se utiliza?,Es frecuente que sea de latón o bronce fundido y se utiliza en el tamborito y la cumbia panameña de la localidad de Antón en la provincia de Coclé.,"# Almirez: Materiales y Contextos Culturales

## Materiales frecuentes:
- **Piedra** (granito, mármol): la más común y tradicional
- **Cerámica y barro**: en culturas prehispánicas
- **Metal** (hierro, bronce): en algunas regiones
- **Madera**: menos frecuente, para morteros más ligeros

## Contextos culturales principales:

**Hispanoamérica (especialmente México y Andes)**
- Herencia prehispánica para moler especias, chiles y granos
- Elemento tradicional en cocinas indígenas

**España**
- Uso medieval y colonial para preparar medicinas y condimentos
- Presente en cocinas tradicionales

**Oriente Medio y Asia**
- Mortero similar (molcajete en México, molcajete en árabe)
- Preparación de pastas y especias

El almirez es particularmente importante en la **gastronomía mexicana**, donde el molcajete",0.3877257704734802,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
190,Claude,panama,object,FÁCIL,¿Qué es la mejorana?,un instrumento musical de cuerda originario de Panamá,"# Mejorana

La mejorana es una **planta aromática** de la familia de las labiadas, muy similar al orégano pero con un sabor más suave y delicado.

## Características principales:

- **Origen**: Región mediterránea
- **Uso culinario**: Se emplea como condimento en cocina, especialmente en platos italianos y españoles
- **Propiedades**: Tiene propiedades digestivas, antiespasmódicas y relajantes
- **Presentación**: Se usa fresca o seca

Es común confundirla con el orégano, aunque la mejorana tiene un aroma más dulce y menos intenso.",0.2581228017807007,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
191,Claude,panama,object,INTERMEDIA,¿En qué provincias de Panamá se confecciona el sombrero pintao?,las provincias centrales de Panamá,"El sombrero pintao se confecciona principalmente en las provincias de **Los Santos** y **Herrera**, ubicadas en la región de la Península de Azuero en Panamá. Estas provincias son reconocidas como los centros tradicionales de producción de este icónico sombrero panameño.",0.6077643632888794,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
192,Claude,panama,tradition,DIFÍCIL,¿Qué ley declara al Festival Nacional del Manito como Fiesta Folclórica Nacional de la República de Panamá y en qué año se aprobó?,la Ley 53 en diciembre de 1999,"# Ley del Festival Nacional del Manito

La **Ley 57 de 1984** declara al Festival Nacional del Manito como Fiesta Folclórica Nacional de la República de Panamá.",0.2900265455245971,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
193,Claude,panama,tradition,FÁCIL,¿Qué es el Círio de Nazaré?,una fiesta religiosa católica,"# Círio de Nazaré

Es la **procesión religiosa más importante de Brasil**, celebrada anualmente en Belém (Pará) en octubre.

## Características principales:

- **Origen**: Tradición que data del siglo XVIII, basada en la devoción a la Virgen de Nazaré
- **Participantes**: Millones de fieles que acompañan la imagen de la Virgen en procesión
- **Recorrido**: Desde la Basílica Santuario hasta la Catedral Metropolitana
- **Significado**: Mezcla de fe católica con elementos de la cultura amazónica
- **Importancia**: Patrimonio cultural inmaterial de la humanidad (UNESCO)

Es considerada una de las mayores manifestaciones religiosas del mundo, atrayendo peregrinos de toda América Latina.",0.5378284454345703,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
194,Claude,panama,tradition,INTERMEDIA,¿Quiénes participan en la interpretación del tamborito?,"Una voz principal (cantalante), el ""cajero"", otros tambores y un coro de mujeres.","# Participantes en el tamborito

El tamborito es una danza folclórica panameña en la que participan:

- **Mujeres**: Son las principales bailarinas que ejecutan los movimientos de cadera y cuerpo
- **Hombres**: Tocan los tambores (primero, segundo y repinique) que marcan el ritmo
- **Cantantes**: Entonan coplas y versos tradicionales

Es una danza participativa donde la comunidad se reúne, generalmente en celebraciones, fiestas patronales y eventos sociales.",0.5454477667808533,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
195,Claude,paraguay,dish,DIFÍCIL,¿Qué diferencia al copetín de la picada en términos de abundancia de ingredientes y horario de consumo?,"el copetín es mucho menos abundante en elementos que una picada y se consume a la tarde o a la ""media tarde""","# Diferencias entre copetín y picada

**Abundancia de ingredientes:**
- **Copetín**: Porción pequeña y limitada, generalmente 1-2 ingredientes (aceitunas, maní, papas chips)
- **Picada**: Abundante y variada, múltiples ingredientes (quesos, embutidos, frutas secas, encurtidos, etc.)

**Horario de consumo:**
- **Copetín**: Acompañamiento rápido, típicamente con bebidas en cualquier momento
- **Picada**: Comida más sustancial, generalmente en reuniones sociales o como entrada antes de la comida principal

En resumen: el copetín es un aperitivo simple y rápido, mientras que la picada es una opción más elaborada y abundante para compartir.",0.4325780868530273,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
